y_train,y_train_pre
0.26,0.358914315700531
-4.71,-4.498970031738281
-0.36,-0.4019598364830017
-2.39,-2.6112008094787598
-1.06,-1.7970952987670898
-8.23,-7.764134407043457
-3.21,-3.2414822578430176
-7.337000000000001,-7.567110538482666
0.54,0.6293503642082214
-2.37,-1.6832664012908936
-5.6129999999999995,-4.513476371765137
-3.69,-4.249326229095459
-2.21,-2.7759907245635986
0.38,0.14296723902225494
-3.043,-3.549342632293701
-0.29,-0.3168571889400482
-8.0,-7.7493767738342285
-0.66,-0.580194354057312
0.96,1.0290731191635132
0.62,0.5893927216529846
-4.74,-4.410250663757324
-3.583,-2.628272294998169
-2.6,-2.8442223072052
-7.8,-7.467798709869385
-2.59,-2.8982791900634766
-3.88,-4.628389835357666
-3.638,-3.579900026321411
-0.17,-0.1262483298778534
-3.7960000000000003,-4.017046928405762
-5.19,-3.890408992767334
-1.45,-1.4601929187774658
-3.01,-3.2518489360809326
-4.73,-4.075715065002441
-2.33,-2.225696325302124
-3.59,-4.003885746002197
-5.886,-5.266082286834717
0.49,0.13345731794834137
-3.3,-3.3972573280334473
-3.38,-3.6508986949920654
-1.09,-1.36311936378479
-0.4,-0.2498645782470703
-8.4,-7.228078365325928
-3.46,-3.9477813243865967
-4.3,-4.513314247131348
-3.63,-3.8589165210723877
-4.69,-4.093881130218506
-5.21,-5.220245838165283
-4.42,-4.775476455688477
-4.62,-4.181776523590088
-2.89,-2.5158450603485107
0.523,-0.23633471131324768
-0.92,-0.9074779748916626
-1.8,-1.682271957397461
-4.8,-4.7077317237854
0.51,0.08105245977640152
-2.17,-2.899545669555664
-2.73,-2.4563190937042236
-3.18,-3.2495169639587402
-3.324,-3.547358274459839
-2.928,-3.3075547218322754
-2.23,-1.7133957147598267
-5.27,-5.559798240661621
-4.16,-4.062450408935547
-4.16,-3.638176679611206
-2.281,-2.809134006500244
-3.15,-3.5984947681427
-6.96,-6.215630531311035
-3.091,-3.1241295337677
-3.4989999999999997,-4.4643235206604
-3.68,-4.173159599304199
-3.2239999999999998,-2.964294910430908
-0.22,-0.21734938025474548
-4.81,-4.920651435852051
-1.0,-1.0279541015625
-1.09,-1.093940019607544
-1.01,-1.3539235591888428
-2.461,-2.7430686950683594
-2.766,-2.3874382972717285
-1.8769999999999998,-2.727320909500122
