smiles,solubility
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,-3.37
OC(C(=O)c1ccccc1)c2ccccc2,-2.85
CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,-4.8
CN(C)C(=O)NC1CC2CC1C3CCCC23,-3.1710000000000003
CNC(=O)Oc1cccc2ccccc12,-3.2239999999999998
Oc1ccc(cc1)c2ccccc2,-3.48
CC(C)N(C(=O)CCl)c1ccccc1 ,-2.48
CCCOC,-0.39
CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,-3.35
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,-4.805
Cn1cnc2n(C)c(=O)n(C)c(=O)c12,-0.8759999999999999
CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,-3.27
CCSC(=O)N(CC(C)C)CC(C)C,-3.68
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ,-4.93
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,-5.65
Oc1ccc(Cl)cc1Cl,-1.55
COC(=O)c1ccccc1,-1.85
CC(C)CCO,-0.51
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.42
ClCC#N,-0.092
CCCCCOC(=O)CC,-1.28
Cc1ccc2c(ccc3ccccc32)c1,-5.84
CCNC(=S)NCC,-1.46
O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,-2.89
CNC(=O)Oc1ccccc1OC(C)C,-2.05
CCCCSP(=O)(SCCCC)SCCCC,-5.14
Nc1cc[nH]c(=O)n1 ,-1.155
FC(F)(F)c1ccccc1,-2.51
COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O ,-3.638
Clc1ccc(cc1)c2ccccc2Cl ,-5.25
BrCCBr,-1.68
Oc1cc(Cl)cc(Cl)c1,-1.34
CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 ,-4.871
c1ccccc1n2ncc(N)c(Br)c2(=O),-3.127
CC(C)CC(C)O,-0.8
c1cC2C(=O)NC(=O)C2cc1,-2.932
CN(C)C(=O)SCCCCOc1ccccc1,-3.927
CC1=CC(=O)CC(C)(C)C1 ,-1.06
CCCCCCc1ccccc1,-5.21
CCSC(=O)N(CC)C1CCCCC1 ,-3.4
CCCCCC1CCCC1,-6.08
Cn1ccc(=O)[nH]c1=O,-0.807
CCCN(=O)=O,-0.8
Clc1ccc(cc1)c2cccc(Cl)c2Cl ,-6.26
CCOP(=S)(OCC)SCSCC,-4.11
Cn1c(=O)n(C)c2nc[nH]c2c1=O,-1.39
O=Cc1ccccc1,-1.19
CCN(CC)c1ccccc1,-3.03
Cc1ccc(O)cc1C,-1.38
Nc1ccc(Cl)cc1,-1.66
ClCCl,-0.63
CC(C)C(=O)C,-0.12
O(c1ccccc1)c2ccccc2,-3.96
O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-6.301
CCCCCCCCCC(=O)OCC,-4.1
Cc1ccc(Br)cc1,-3.19
Nc1ccccc1,-0.41
COC(=O)c1cc(O)c(O)c(O)c1 ,-1.24
CCCCC(=O)OCC,-2.25
COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,-3.88
CCOC(=O)CC,-0.66
Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,-2.484
COc1ccccc1Cl,-2.46
COc1ccccc1O ,-1.96
CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,-3.29
Clc1ccc(Cl)c(Cl)c1Cl,-4.57
CCCC(=O)CC,-0.83
OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,-0.41
OC1CCCCCCC1,-1.29
CCOc1ccc(NC(=O)C)cc1,-2.35
Oc2ccc1ncccc1c2 ,-2.16
O=C(Cn1ccnc1N(=O)=O)NCc2ccccc2,-2.81
CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.176
CCOc2ccc1nc(sc1c2)S(N)(=O)=O ,-3.81
CCC(C)C(C)C,-4.28
CCC1CCCCC1,-4.25
Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-9.16
ClC(Cl)(Cl)C(Cl)(Cl)Cl,-3.67
CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,-2.98
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,-2.28
CCC=O,0.58
CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,-2.696
O=C1NC(=O)C(=O)C(=O)N1 ,-1.25
CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,-3.84
COc2cnc1cncnc1n2,-0.91
Cc1cccc(N)c1,-0.85
CC(C)C=C,-2.73
Clc1cccc(Cl)c1Cl,-4.0
C1CCCCC1,-3.1
O=C1CCC(=O)N1,0.3
Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-7.15
CCc1ccccc1CC,-3.28
CC(C)CO,0.1
C1CCCCCCC1,-4.15
Cc1cccc2ccccc12,-3.7
CCCCC(C)CC,-5.16
c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O ,-4.314
CCOC(=O)C=Cc1ccccc1,-3.0
CCC(=O)CC,-0.28
CNC(=O)C=C(C)OP(=O)(OC)OC,0.6509999999999999
Nc1ccccc1N(=O)=O,-1.96
CCCCC(O)CC,-1.47
Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,-3.22
OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5 ,-4.445
CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ,-3.38
ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,-6.51
COc1cc(cc(OC)c1O)C6C2C(COC2=O)C(OC4OC3COC(C)OC3C(O)C4O)c7cc5OCOc5cc67,-3.571
O=C1NC(=O)NC(=O)C1(C)C,-1.742
c1ccccc1C(O)c2ccccc2,-2.55
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19
CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,-6.78
O=C2NC(=O)C1(CC1)C(=O)N2 ,-1.886
COc1cc(CC=C)ccc1O,-1.56
CCC(C)(C)CO,-1.04
c1cc2ccc3cccc4ccc(c1)c2c34,-6.176
O=N(=O)c1cccc(c1)N(=O)=O,-2.29
Cc1ccccc1C,-2.8
CCCCN(CC)C(=O)SCCC,-3.53
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-6.62
Cc1ccc(C)cc1,-2.77
c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl) ,-5.43
c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,-2.7
CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2 ,-4.632
NC(=O)NC1NC(=O)NC1=O ,-1.6
CCOC(=O)C,-0.04
Oc2ncc1nccnc1n2,-1.9469999999999998
CCC(C)(C)C,-3.55
CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,-4.376
CCCC(C)(C)O,-0.49
OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,-3.952
CCCCCCO,-1.24
CC1=C(CCCO1)C(=O)Nc2ccccc2 ,-2.56
COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C ,-4.42
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24
CNC(=O)Oc1ccccc1C(C)C,-2.863
C1CCCC1,-2.64
CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C ,-3.59
CCCC=C,-2.68
Sc1ccccc1,-2.12
CCCC(O)CC,-0.8
C1CCC=CCC1,-3.18
Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl ,-7.92
CCCCOCCO,-0.42
CCOC(C)OCC,-0.43
NNc1ccccc1,0.07
ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl ,-4.19
OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O,-5.931
Nc1nc(=O)[nH]cc1F,-0.972
Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc3ccccc3C)cc1,-6.01
Clc1cccc(Cl)c1c2ccccc2 ,-5.21
CCCCCCCCCC(=O)OC,-4.69
Nc1nccs1 ,-0.36
CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,-5.27
O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,-2.322
Clc1ccc(cc1)c2cccc(Cl)c2Cl ,-6.29
Cc1cc(C)cc(C)c1,-3.4
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-0.22
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-4.194
CCCCCC(C)O,-1.55
COc1ncnc2nccnc12 ,-1.11
COCCCNc1nc(NC(C)C)nc(SC)n1,-2.928
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-6.09
CC(Cl)CCl,-1.6
CC1(C)C2CCC1(C)C(O)C2,-2.32
CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2 ,-4.07
O2c1ccccc1N(C)C(=O)c3cccnc23 ,-3.6719999999999997
CCC1(CC)C(=O)NC(=O)N(C)C1=O ,-2.23
C=CC=C,-1.87
NC(=O)N,0.96
CCN(CC)C(=O)CSc1ccc(Cl)nn1,-1.716
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-4.2
O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,-2.356
O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-5.071000000000001
CCCCCC(C)(C)O,-1.72
Oc1ccc(cc1)N(=O)=O,-0.74
Oc1ccc(O)cc1,-0.17
Cc1cccc(C)c1,-2.82
FC(F)(Cl)C(F)(F)Cl,-2.74
CCC(CC)C=O,-1.52
Oc1ccc(Cl)c(Cl)c1Cl,-2.67
c1ccc(cc1)c2ccc(cc2)c3ccccc3,-7.11
CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,-5.8389999999999995
c1(O)cc(O)ccc1CCCCCC,-2.59
COP(=O)(NC(C)=O)SC ,0.54
Oc1cccc(c1)N(=O)=O,-1.01
CCC#N,0.28
OCC1OC(O)(CO)C(O)C1O,0.64
CCC1(CCC(=O)NC1=O)c2ccccc2 ,-2.3369999999999997
O=C1N(COC(=O)CCCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-6.523
Clc1cccc2ccccc12,-3.93
Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,-3.9530000000000003
Oc1ccccc1O,0.62
CC(C)CCC(C)(C)C,-5.05
CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23 ,-3.36
CCNc1nc(Cl)nc(n1)N(CC)CC,-4.06
CCCC(=O)OC,-1.92
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3,-6.876
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,-5.233
CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O,-4.402
Oc1c(Cl)ccc(Cl)c1Cl,-2.64
Cc1cc(no1)C(=O)NNCc2ccccc2,-2.461
CC(C)=CCCC(C)=CC(=O),-2.06
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,-4.15
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,-5.752000000000001
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-5.666
BrCBr,-1.17
CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,-2.016
Nc1ccc(cc1)S(N)(=O)=O,-1.34
Cc1ncc(N(=O)=O)n1CCO ,-1.26
Cc2cnc1cncnc1n2,-0.8540000000000001
CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,-4.5760000000000005
O=c1[nH]cnc2nc[nH]c12 ,-2.296
CC#C,-0.41
Brc1cc(Br)cc(Br)c1,-5.6
C1OC(O)C(O)C(O)C1O,0.39
CCCCCCCCCC(C)O,-2.94
Oc1ccc2ccccc2c1,-2.28
CCCCCC=C,-3.73
CCCCOC(=O)c1ccccc1C(=O)OCCCC ,-4.4
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-6.025
Clc1ccc(cc1)c2cc(Cl)ccc2Cl ,-6.27
CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,-5.24
CC2(C)C1CCC(C)(C1)C2=O,-1.85
CCC1(C(C)C)C(=O)NC(=O)NC1=O ,-2.21
CCCCCCBr,-3.81
ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,-5.03
CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ,-2.3
Cc1ccc(N)cc1,-1.21
C1c2ccccc2c3ccccc13,-5.0
CCCCCCCC,-5.24
OC1CCCCC1,-0.44
CC(OC(=O)Nc1cccc(Cl)c1)C#C,-2.617
Clc1cc(Cl)c(Cl)cc1Cl,-5.56
COC=O,0.58
Cc1ccnc(C)c1,0.38
c1ccc2ccccc2c1,-3.6
CC(C)CCOC=O,-1.52
CC(C)C(O)C(C)C,-1.22
C2c1ccccc1N(CCF)C(=O)c3ccccc23 ,-3.535
ClC(=C)Cl,-1.64
COc1ccccc1O,-1.96
CC=C(C)C,-2.56
CC(C)CC(C)(C)O,-0.92
Nc1nc(O)nc2nc[nH]c12 ,-3.4010000000000002
Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,-4.445
O=C2NC(=O)C1(CCCCC1)C(=O)N2,-3.06
ClCCCl,-1.06
O=C1NCCN1c2ncc(s2)N(=O)=O,-3.22
C1CCC=CC1,-2.59
CCCCc1ccccc1,-4.06
CCC(=O)Nc1ccc(Cl)c(Cl)c1,-3.0
CCCCCC#C,-3.01
Cc1cccc(O)c1,-0.68
CCCCC(=O)CCCC,-2.58
Clc1cccc(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-8.6
CC(Cl)(Cl)Cl,-2.0
CNC(=O)Oc1cccc(N=CN(C)C)c1,-2.34
CCCCCCCCCCCCCCO,-5.84
BrC(Br)(Br)Br,-3.14
CCSCC,-1.34
NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,-2.63
COc1ccc(Cl)cc1,-2.78
Nc1ccc(O)cc1,-0.8
Fc1cccc(F)c1,-2.0
OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7 ,-3.931
Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl ,-8.56
CC(C)c1ccccc1C,-3.76
COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,-6.89
CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,-3.5610000000000004
CCCBr,-1.73
ON=Cc1ccc(o1)N(=O)=O ,-2.19
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C ,-4.21
O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.47
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.28
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.8169999999999997
CCCCC(CC)CO,-2.11
CCC(=C)C,-2.73
O=C1CCCCC1,-0.6
O=c1cc[nH]c(=O)[nH]1 ,-1.4880000000000002
Cc1cccc2c(C)cccc12,-4.678999999999999
Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4 ,-2.9
CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-6.124
O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,-2.658
c1ccc2ncccc2c1,-1.3
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1O,-5.03
CCSSCC,-2.42
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.402000000000001
O=N(=O)c1cccc2ccccc12,-3.54
CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,-4.57
CC(=O)C(C)(C)C,-0.72
Cc1occc1C(=O)Nc2ccccc2,-3.3
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,-3.15
Fc1ccc(F)cc1,-1.97
CN(C)C(=O)Nc1ccc(Cl)cc1,-2.89
CC(C)COC=O,-1.01
CCOC(=O)c1ccc(N)cc1,-2.1
CCCCOC,-0.99
ClC(Cl)(Cl)C#N,-2.168
COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,-4.4319999999999995
CCI,-1.6
CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.37
NC(=O)CCl ,-0.02
C1CCOC1,0.49
ClC(Cl)C(Cl)(Cl)Cl,-2.6
Nc2nc1[nH]cnc1c(=O)[nH]2 ,-3.583
CCC(=O)C,0.52
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72
O=C1NC(=O)NC(=O)C1(C)CC,-1.228
CCCCOC=O,-1.37
c1ccccc1,-1.64
c1ccccc1O,0.0
CC(C)c1ccc(C)cc1O,-2.22
CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O ,-4.9
CCC(C)(C)CC,-4.23
CCCC=O,-0.01
Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-9.15
CC(O)C(C)(C)C,-0.62
Brc1ccc(I)cc1,-4.56
CCCCCC(=O)C,-1.45
CCCCCCCCC(=O)C,-3.3
CCCCC(C)O,-0.89
COc1nc(NC(C)C)nc(NC(C)C)n1,-2.478
NC(=O)c1cccnc1 ,0.61
CCCOC(=O)C,-0.72
COc1ccc(cc1)N(=O)=O,-2.41
O=C1CCCN1,1.07
CC(=O)c1ccccc1,-1.28
CC2=CC(=O)c1ccccc1C2=O ,-3.03
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.281
c1ccc2c(c1)c3ccccc3c4ccccc24,-6.726
