smiles,solubility
CCN(CC)c1ccccc1,-3.03
c1ccc(cc1)c2ccc(cc2)c3ccccc3,-7.11
c3ccc2c(O)c1ccccc1cc2c3 ,-4.73
CC(C)CCO,-0.51
O=C1NC(=O)C(=O)C(=O)N1 ,-1.25
COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,-0.742
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54
CCOC(=O)c1ccccc1,-2.32
ICI,-2.34
CCCOC(=O)c1ccc(N)cc1,-2.452
ClC(=C)Cl,-1.64
CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C,-3.64
c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,-8.0
Nc1ncnc2nc[nH]c12 ,-2.12
Clc1ccc(Br)cc1,-3.63
CC(C)OC=O,-0.63
NC(=O)CCl ,-0.02
NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl ,-3.05
CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,-5.47
CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO ,-3.43
CCCCCCCCCCO,-3.63
Oc1c(Br)cc(C#N)cc1Br ,-3.33
c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,-8.699
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-6.09
O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,-3.46
Cc1cccc2c1ccc3ccccc32,-5.85
c1ccc2ncccc2c1,-1.3
c1ccc2ccccc2c1,-3.6
COc1ccccc1O,-1.96
ClC=C,-1.75
Clc1ccc(cc1)N(=O)=O,-2.92
CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,-2.696
Nc1ccccc1O,-0.72
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-3.43
OCC(O)C(O)C(O)C(O)CO,1.09
Clc1ccc(I)cc1,-4.03
Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl ,-6.47
CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,-4.89
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,-4.883
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ,-4.16
Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,-3.9530000000000003
CCCCCOC(=O)C,-1.89
C1CCOC1,0.49
CCCCCC(=O)C,-1.45
OC1CCCCC1,-0.44
O(c1ccccc1)c2ccccc2,-3.96
BrC(Br)Br,-1.91
Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,-3.8
Brc1ccccc1Br,-3.5
CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,-3.42
COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ,-3.0210000000000004
c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1,-5.64
Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cccc2Cl,-7.32
CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,-6.34
Cc1cncc(C)c1,0.38
C(Cc1ccccc1)c2ccccc2,-4.62
OCC1OC(O)C(O)C(O)C1O,0.74
CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2 ,-4.07
Brc1ccccc1,-2.55
CC1CCCCC1,-3.85
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.09
O=C1NC(=O)NC(=O)C1(CC)C(C)CC,-2.39
CNC(=O)Oc1ccccc1OC(C)C,-2.05
CCC#C,-1.24
c1(OC)ccc(CC=C)cc1,-2.92
CCCCc1ccccc1,-4.06
O=C1NC(=O)NC(=O)C1(CC)C(C)C,-2.148
CCCC(=O)CC,-0.83
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2 ,-2.17
CC(C)I,-2.09
OCC(O)C(O)CO,0.7
ClC(Cl)(Cl)C(Cl)(Cl)Cl,-3.67
CCSCC,-1.34
Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl ,-8.56
Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-7.39
CCc1cccc2ccccc12,-4.17
