y_train,y_train_pre
-3.19,-2.8819804191589355
-3.85,-3.0351269245147705
-1.99,-2.5454516410827637
-2.09,-3.486133575439453
-3.46,-4.1314473152160645
-3.4930000000000003,-4.792588233947754
-3.043,-3.987844944000244
-5.35,-4.52496337890625
-2.53,-3.004847764968872
-8.6,-4.788781642913818
-4.53,-4.7165751457214355
-4.71,-4.849955081939697
0.49,-1.8918497562408447
-3.37,-4.849554538726807
-2.09,-0.9876769781112671
-6.57,-4.569870948791504
-1.4,-2.3634531497955322
-1.82,-2.5263240337371826
0.3,-1.2777057886123657
-4.081,-5.036747932434082
-6.34,-4.248509407043457
-3.0,-3.4220077991485596
-2.37,-1.6519473791122437
-3.01,-2.555924892425537
-3.48,-2.8758904933929443
-4.43,-3.0774970054626465
-3.39,-3.1091063022613525
-0.7,-2.6750357151031494
-5.54,-3.936372756958008
-1.3,-2.9860503673553467
-4.571000000000001,-4.864645957946777
-4.88,-4.099752902984619
-0.24,-1.405937671661377
-4.36,-1.791233777999878
-1.96,-1.1646881103515625
-0.39,-1.3113161325454712
-2.928,-3.6770548820495605
-3.5860000000000003,-4.567966461181641
-1.25,-0.7046622037887573
-4.28,-1.791761040687561
0.46,-0.5018804669380188
-2.33,-2.4727630615234375
-2.266,-2.6290640830993652
-5.88,-2.990708351135254
-3.62,-4.406336784362793
-0.85,-2.4073545932769775
-3.18,-2.460939645767212
-4.706,-4.050707817077637
-3.88,-4.231171131134033
-1.28,-2.5727062225341797
-3.57,-4.315134525299072
-3.4,-2.9593265056610107
-2.0,-1.3712342977523804
-6.317,-4.281914234161377
-0.45,-0.5787351131439209
-0.78,-2.8194572925567627
1.09,-2.550013780593872
-0.77,-4.621909141540527
-4.328,-3.994793653488159
-0.85,-4.140619277954102
-6.26,-4.435008525848389
-2.98,-4.1966753005981445
-4.56,-2.8700127601623535
-5.666,-4.906651496887207
-1.22,-1.819057822227478
0.6509999999999999,-1.8635330200195312
-5.736000000000001,-4.356369972229004
-7.321000000000001,-4.880613803863525
-2.34,-0.8735814094543457
-0.09,-1.3094475269317627
-7.39,-4.5711469650268555
-3.8930000000000002,-4.810669898986816
-0.46,-2.348482847213745
-7.85,-5.090411186218262
-4.16,-3.97550630569458
-1.7080000000000002,-2.3046581745147705
-1.96,-2.4308724403381348
-4.6,-4.159424304962158
-0.8540000000000001,-3.083099842071533
-2.925,-4.535025119781494
-1.742,-1.4736759662628174
-6.57,-4.590412616729736
-0.12,-1.1110886335372925
-3.65,-1.4006823301315308
-2.41,-2.435107946395874
-4.55,-3.783949613571167
-4.57,-4.78242826461792
-0.51,-1.6186096668243408
-3.85,-2.5814499855041504
-3.592,-3.2377891540527344
-6.86,-4.495997428894043
-2.39,-2.538097858428955
-1.74,-3.4904873371124268
-3.59,-4.851145267486572
-4.37,-3.877432346343994
-7.96,-4.111011505126953
-3.35,-4.267855167388916
-8.017000000000001,-4.897221565246582
1.58,-0.3425413966178894
-4.4319999999999995,-4.072549343109131
-2.253,-3.05610728263855
-2.62,-3.8870086669921875
-2.36,-2.9347293376922607
-0.82,-1.6797412633895874
-2.09,-2.7058072090148926
-5.24,-4.7672224044799805
-2.68,-4.1822123527526855
-1.62,-1.7530782222747803
-1.661,-2.7765095233917236
-6.68,-4.802868843078613
-7.68,-4.788107872009277
-4.07,-2.8718295097351074
-0.47,-1.6089627742767334
-4.45,-3.8267548084259033
