smiles,solubility
CC(C)OC=O,-0.63
CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36
Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cccc2Cl,-7.32
Cc1cccc(N)c1,-0.85
CC#C,-0.41
O2c1ccccc1N(CC)C(=O)c3ccccc23 ,-3.68
OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F,-3.37
CCCC(=O)C,-0.19
CC(C)(C)Cc1ccccc1,-4.15
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,-2.93
Oc1cccc2ccccc12,-2.22
O=C2NC(=O)C1(CCCC1)C(=O)N2,-2.349
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.42
Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-9.16
CC(C)CC(C)C,-4.26
CC(=O)Nc1ccc(F)cc1,-1.78
CNC(=O)ON=C(SC)C(=O)N(C)C,0.106
N(c1ccccc1)c2ccccc2,-3.5039999999999996
CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ,-3.38
CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3 ,-4.16
CCC(C)C(=O)C,-0.67
CCC(C)O,0.47
CCCCC(C)O,-0.89
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl ,-4.02
O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,-2.22
OCC1OC(O)(CO)C(O)C1O,0.64
Nc1cccc2ccccc12,-1.92
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-3.924
ClCBr,-0.89
CC(C)Br,-1.59
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ,-4.93
CCCC(C)CO,-1.11
CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O ,-3.5860000000000003
Cc1ccc(Br)cc1,-3.19
CN(C)C(=O)N(C)C ,0.94
CCN2c1ccccc1N(C)C(=O)c3cccnc23 ,-3.324
CCCC(=O)OC,-1.92
CCCCCCCC(=O)OCC,-3.39
CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O,-4.402
c1ccc2ccccc2c1,-3.6
NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,-2.68
CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C ,-3.59
COc1ccccc1O ,-1.96
O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,-3.46
COc1ccc(cc1)C(O)(C2CC2)c3cncnc3 ,-2.596
CBr,-0.79
C1Cc2c3c1cccc3cc4c2ccc5ccccc54,-7.85
CCCCCC(C)C,-5.08
