smiles,solubility
Brc1ccccc1Br,-3.5
CCSC(=O)N(CC)C1CCCCC1 ,-3.4
O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,-4.0969999999999995
Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,-4.445
ON=Cc1ccc(o1)N(=O)=O ,-2.19
COP(=S)(OC)Oc1ccc(SC)c(C)c1,-4.57
COc1ccc(Cl)cc1,-2.78
CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO ,-3.43
CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-6.124
CCBr,-1.09
CCCBr,-1.73
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.96
O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,-2.39
OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O ,0.79
ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl ,-4.19
CC(Cl)(Cl)Cl,-2.0
Nc1ccccc1O,-0.72
CCCOC(C)C,-1.34
Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F ,-7.28
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2.468
Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl ,-7.21
CCCCCOC(=O)C,-1.89
CCCCCC(=O)OC,-1.87
CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,-4.376
CCN2c1ccccc1N(C)C(=O)c3cccnc23 ,-3.324
Clc1cccc(Cl)c1c2c(Cl)cccc2Cl ,-7.39
COc2ncc1nccnc1n2,-1.11
Cn1ccc(=O)[nH]c1=O,-0.807
CCCOC(=O)c1ccc(N)cc1,-2.452
c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,-8.0
CCCOC(=O)CC,-0.82
c1ccccc1n2ncc(N)c(Br)c2(=O),-3.127
CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,-4.8
O=C1NC(=O)NC(=O)C1(C)C,-1.742
CC(C)C,-2.55
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-3.61
NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,-3.451
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ,-4.37
Oc1cccc2ccccc12,-2.22
Nc1cc(nc(N)n1=O)N2CCCCC2 ,-1.989
Cc2cnc1cncnc1n2,-0.8540000000000001
CCCCCCCCC=C,-5.51
CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2 ,-4.07
