y_train,y_train_pre
-3.5,-3.475024461746216
-3.4,-3.5907058715820312
-4.0969999999999995,-3.5883326530456543
-4.445,-5.662153720855713
-2.19,-0.8588031530380249
-4.57,-3.4557414054870605
-2.78,-2.601362705230713
-3.43,-4.545496463775635
-6.124,-4.500422954559326
-1.09,-1.15937340259552
-1.73,-1.6415783166885376
-6.96,-5.329013824462891
-2.39,-2.351433515548706
0.79,-0.04650603607296944
-4.19,-3.751155138015747
-2.0,-2.4001755714416504
-0.72,-1.498883843421936
-1.34,-1.2923698425292969
-7.28,-6.053676605224609
-2.468,-2.371908664703369
-7.21,-6.325692176818848
-1.89,-1.951364517211914
-1.87,-1.9709217548370361
-4.376,-3.9506664276123047
-3.324,-3.7000346183776855
-7.39,-6.0200605392456055
-1.11,-1.6126124858856201
-0.807,-0.8280954360961914
-2.452,-2.7153353691101074
-8.0,-5.9330291748046875
-0.82,-1.4512614011764526
-3.127,-3.518676280975342
-4.8,-4.757594108581543
-1.742,-0.681433916091919
-2.55,-0.6749997138977051
-3.61,-3.4618263244628906
-3.451,-4.659418106079102
-4.37,-3.86535382270813
-2.22,-3.0725231170654297
-1.989,-3.158883571624756
-0.8540000000000001,-2.040945053100586
-5.51,-3.5054595470428467
-4.07,-4.617541313171387
-1.55,-3.4249000549316406
-2.57,-2.506060838699341
-6.2,-5.601550102233887
-2.33,-0.7466846108436584
-2.266,-1.3530073165893555
-2.878,-3.480853319168091
-6.49,-4.303102970123291
-1.8030000000000002,-1.3713277578353882
-1.34,-1.5667812824249268
-4.13,-3.876011371612549
-0.89,-1.563469648361206
-7.337000000000001,-5.645779609680176
-0.7,-0.9889333844184875
-5.24,-3.025362491607666
-0.39,-0.8727954030036926
-2.0,-2.0614638328552246
-1.94,-3.7538819313049316
0.38,-2.136725664138794
-1.17,-1.4772427082061768
-2.36,-1.1766904592514038
-3.01,-2.461030960083008
-4.57,-4.790572643280029
-1.03,-1.7237350940704346
-2.73,-4.39259672164917
-2.43,-1.567351222038269
-2.39,-2.7517285346984863
-5.233,-4.664985656738281
-0.5,-1.5000054836273193
-3.927,-3.5308005809783936
-8.334,-6.5562944412231445
-2.35,-2.388780117034912
-5.82,-5.688508987426758
-2.92,-2.6971755027770996
-2.0,-2.7633423805236816
-3.638,-4.273995399475098
0.62,-1.3112627267837524
-3.81,-3.0018789768218994
-4.0,-4.257572174072266
-2.766,-1.4809569120407104
-3.28,-3.406588315963745
-4.64,-3.6310203075408936
-2.41,-1.6853059530258179
-3.76,-4.363124370574951
-3.38,-2.8406929969787598
-3.54,-3.4490737915039062
-6.317,-5.56268835067749
-5.64,-5.9014410972595215
-4.47,-3.7343952655792236
-4.59,-3.7338409423828125
-1.72,-2.4451394081115723
-3.6039999999999996,-4.928260803222656
-2.77,-2.3683056831359863
-0.85,-0.3942941725254059
-6.96,-4.872801303863525
-4.06,-3.0189831256866455
-3.37,-2.3439791202545166
-3.7,-3.5980865955352783
-3.1,-5.052034378051758
-4.16,-3.0608136653900146
-1.39,-1.7993558645248413
-6.57,-5.9949541091918945
-7.02,-6.046313285827637
0.523,-2.223040819168091
-1.54,-1.8794958591461182
-3.69,-4.658792495727539
-8.71,-6.564383029937744
-4.21,-4.098459243774414
-4.64,-3.8900561332702637
-3.46,-2.613086700439453
-2.281,-2.610151529312134
-1.29,-1.4543863534927368
-6.39,-4.987337112426758
-1.52,-2.5803933143615723
-2.9819999999999998,-3.236994981765747
-4.114,-4.152866363525391
-2.07,-3.3460536003112793
-2.46,-2.5965983867645264
-2.49,-2.095244884490967
