y_train,y_train_pre
-4.07,-4.209296226501465
-1.17,-0.9610719680786133
-6.35,-4.6195173263549805
-3.931,-4.551484107971191
-5.89,-4.213610649108887
-3.408,-1.986009955406189
-2.154,-3.03535795211792
-0.28,-1.6419185400009155
-3.53,-3.3263111114501953
-4.64,-3.681553602218628
-4.0,-3.3461544513702393
-6.237,-4.00174617767334
-3.5039999999999996,-3.424894332885742
-2.96,-2.002234935760498
-4.74,-3.229188919067383
-0.89,-2.0958240032196045
-4.1,-2.608574390411377
-2.73,-2.4716618061065674
-3.6,-3.267294406890869
-2.273,-1.80178701877594
-5.82,-3.512298583984375
-1.716,-3.4626247882843018
-2.74,-2.5934226512908936
-3.78,-3.898852586746216
-4.047,-4.011860370635986
-2.39,-3.3733482360839844
-2.06,-2.364858388900757
-3.8169999999999997,-4.660208702087402
-0.82,-2.0338501930236816
-2.67,-2.6383280754089355
-5.41,-4.576353073120117
-2.452,-3.15765380859375
-4.57,-4.653068542480469
-0.01,-1.4159376621246338
-3.84,-2.4004907608032227
-0.46,-2.111569881439209
1.1,-0.709985613822937
-5.931,-4.54590368270874
0.43,-0.5655487775802612
-4.88,-3.7679126262664795
-4.3,-2.7774295806884766
-4.63,-4.060479640960693
-4.37,-3.5889859199523926
-5.66,-4.704920768737793
-1.93,-3.5836994647979736
-2.22,-3.335265636444092
-3.583,-2.480550765991211
-3.67,-3.996593952178955
-4.29,-3.7500545978546143
-6.291,-4.3572893142700195
-5.115,-4.91414737701416
-0.59,-1.1632769107818604
-2.5810000000000004,-2.7253079414367676
-1.74,-1.9673471450805664
-1.01,-1.9570108652114868
-5.28,-3.984373092651367
-8.176,-4.464352130889893
-2.92,-2.954204797744751
-3.451,-4.086756706237793
-4.4319999999999995,-3.4141623973846436
-5.85,-4.217404365539551
-6.144,-4.660403728485107
-4.17,-3.751997470855713
-7.43,-4.433951377868652
0.32,-0.558286190032959
-4.55,-2.9435906410217285
-4.66,-3.1088547706604004
-4.9,-4.307459354400635
-3.6719999999999997,-3.518580675125122
0.74,-1.5143325328826904
-1.85,-2.214430093765259
-1.29,-2.6877284049987793
-2.48,-2.9220006465911865
-8.01,-4.5414958000183105
-5.06,-3.489872455596924
-0.77,-2.49759578704834
-3.59,-4.2439470291137695
-3.75,-3.2957916259765625
-3.364,-2.0790858268737793
-2.09,-3.2874388694763184
-3.1,-3.007981777191162
-1.7080000000000002,-2.119628667831421
-2.73,-3.8401520252227783
-2.19,-2.028167724609375
-4.24,-3.298374652862549
-2.67,-3.151654005050659
0.94,-0.6183333396911621
-2.369,-3.1153464317321777
-0.39,-1.5205090045928955
-0.8,-1.0601599216461182
-1.077,-1.9131724834442139
-6.25,-4.16143274307251
-2.09,-0.8026374578475952
-3.5610000000000004,-3.455467700958252
-6.89,-4.320996284484863
-1.98,-2.9083473682403564
-1.56,-3.0211985111236572
-3.37,-2.657654285430908
-2.68,-1.5607837438583374
-4.63,-4.56373405456543
-0.62,-2.394784927368164
-3.76,-3.3993422985076904
-2.33,-0.7588071823120117
-8.057,-4.544752597808838
-4.08,-3.804999589920044
-1.601,-3.152738332748413
-4.11,-3.653794527053833
-2.766,-1.8774811029434204
-6.57,-4.310817241668701
-3.54,-3.139556646347046
-4.4,-3.509070634841919
0.54,-1.289886474609375
-4.47,-3.770859479904175
-3.35,-3.7994797229766846
-4.6339999999999995,-3.6323153972625732
-4.0,-3.2766594886779785
-4.65,-4.558438301086426
1.58,-0.4184083044528961
-2.356,-2.7969045639038086
-2.06,-1.79006028175354
-0.17,-2.1697185039520264
-0.4,-0.29313600063323975
0.009000000000000001,-2.026793956756592
-7.42,-4.5370025634765625
-0.72,-1.6744163036346436
-5.19,-3.48832368850708
-3.05,-2.7948617935180664
-3.26,-3.9814956188201904
-3.27,-2.663034439086914
-2.28,-3.3324923515319824
0.28,-1.0476844310760498
-4.36,-1.788739800453186
-4.207,-4.268172264099121
-4.445,-4.927704334259033
-0.14,-1.051034927368164
-0.8,-2.146883010864258
-1.8359999999999999,-2.3257970809936523
-6.51,-4.242531776428223
-1.06,-0.9888530969619751
-3.168,-3.510993242263794
-1.21,-1.3702884912490845
-4.15,-3.6182446479797363
-2.253,-2.974766969680786
-0.18,-0.9233319163322449
-3.955,-4.594771862030029
-4.25,-3.2295761108398438
-4.37,-4.215797424316406
-4.57,-3.364809513092041
-2.3369999999999997,-3.802645206451416
-2.38,-2.6398227214813232
-5.507000000000001,-4.822718620300293
-0.22,-0.5172892808914185
-1.99,-1.7068471908569336
-2.29,-1.5033448934555054
-5.666,-4.591934680938721
-8.04,-4.527561664581299
-1.45,-3.133758068084717
1.02,-1.8811107873916626
-2.67,-3.148911237716675
-2.54,-1.5619009733200073
-5.26,-4.079794406890869
-3.18,-1.9424787759780884
-6.176,-4.429032325744629
-2.23,-2.6246871948242188
-2.06,-2.213940382003784
-7.278,-3.997645854949951
1.12,-1.2326922416687012
-1.24,-2.674975872039795
-3.928,-3.8544387817382812
-0.59,-1.7108790874481201
-6.14,-4.1600470542907715
1.09,-1.5612828731536865
-3.239,-3.0629818439483643
-3.73,-4.0273661613464355
-0.66,-1.5476442575454712
-1.09,-2.414262294769287
-6.56,-3.9787845611572266
-8.0,-4.714886665344238
-2.68,-3.8993992805480957
-0.51,-1.596043348312378
-1.9469999999999998,-2.7388906478881836
-5.17,-4.145176887512207
-2.15,-1.9414072036743164
-0.6,-2.250122547149658
-5.27,-3.990086317062378
-4.7,-4.0034356117248535
-5.43,-3.989600419998169
-0.41,-2.1356759071350098
-1.52,-2.6570115089416504
-3.67,-2.7816083431243896
-5.51,-3.5424644947052
-0.667,-1.8617737293243408
-0.91,-2.8351805210113525
-5.284,-4.649515151977539
-4.345,-3.5204215049743652
0.523,-2.6549127101898193
-3.66,-2.9609999656677246
-8.017000000000001,-4.239645957946777
-3.14,-3.2395317554473877
-0.63,-0.6521113514900208
-3.42,-3.569504499435425
-2.8310000000000004,-3.058713436126709
-1.96,-2.317383050918579
-1.64,-0.9414831399917603
-2.08,-2.877969741821289
-9.332,-4.952841281890869
-3.55,-1.9491660594940186
-4.8,-4.258944988250732
-3.22,-2.2131195068359375
-1.34,-1.6637828350067139
-3.42,-3.569504499435425
-5.24,-4.28618860244751
-5.36,-3.931382417678833
0.0,-2.0744128227233887
-1.8,-2.307343006134033
-2.46,-2.5644140243530273
-2.32,-2.682114839553833
-1.8,-1.868857979774475
-4.0,-3.0771868228912354
-0.466,-2.9351773262023926
-8.4,-4.830740928649902
-2.07,-3.529573917388916
-3.7960000000000003,-3.5671615600585938
-3.03,-1.7978709936141968
-7.21,-4.438035488128662
-3.19,-2.615962266921997
-2.63,-3.102661371231079
-2.8,-2.597238540649414
-1.38,-2.6854095458984375
-0.67,-1.4725624322891235
-2.05,-2.970045804977417
-3.82,-2.230520725250244
-5.84,-4.519935607910156
-2.64,-3.1465232372283936
-2.1,-2.806166410446167
-0.8759999999999999,-2.6475090980529785
-3.76,-2.824570417404175
-1.155,-1.749060869216919
-6.08,-3.7853198051452637
-1.33,-1.5786771774291992
-2.016,-2.460775852203369
-5.752000000000001,-4.002111911773682
-4.31,-4.536582946777344
-1.85,-3.2072930335998535
-0.43,-1.8708868026733398
-3.08,-2.4260082244873047
-1.456,-2.0797698497772217
-3.37,-3.069855213165283
1.34,-0.33531731367111206
-0.49,-2.248882532119751
-3.18,-1.259704351425171
-4.36,-2.405334234237671
-4.593999999999999,-4.4031782150268555
-6.6370000000000005,-4.6839752197265625
-4.2,-3.4847819805145264
-2.296,-2.3613851070404053
-3.59,-3.453730344772339
-1.94,-0.8974622488021851
-3.7960000000000003,-3.585965394973755
-1.8769999999999998,-2.84830641746521
-3.61,-3.688276767730713
-3.927,-3.6786484718322754
-5.37,-4.592385768890381
-5.72,-3.5303149223327637
-1.11,-2.063122272491455
-4.35,-3.511453628540039
-4.678,-4.299282550811768
-3.082,-3.467294216156006
