y_train,y_train_pre
-1.3,-1.1280349493026733
-3.7,-4.0850958824157715
-3.85,-3.187209367752075
-3.81,-4.408285617828369
-2.38,-2.2166714668273926
0.522,-0.16139861941337585
-3.24,-3.287309169769287
0.32,0.04679451882839203
-6.56,-5.679895877838135
-2.23,-1.6016902923583984
-3.27,-3.2408089637756348
-4.22,-3.8703536987304688
-4.16,-3.5769355297088623
-2.62,-3.3107857704162598
-1.37,-0.9853134155273438
-7.8,-7.599974632263184
-4.03,-3.85083270072937
-7.0,-6.620892524719238
-4.62,-4.201606750488281
-3.658,-3.423912763595581
-2.322,-2.655672550201416
-3.61,-3.476318359375
-7.43,-7.583462715148926
-3.1,-3.463956356048584
0.7,1.0190794467926025
-3.19,-3.2249443531036377
-7.39,-8.090192794799805
-3.75,-3.8940792083740234
-4.07,-3.8374905586242676
-2.658,-2.7500967979431152
-4.54,-4.8092546463012695
-4.345,-3.90187406539917
-0.12,-0.8675599098205566
-2.266,-1.6280310153961182
-3.03,-2.7589077949523926
0.3,0.12643824517726898
-5.19,-4.717655658721924
-2.12,-1.6451241970062256
0.51,-0.3109554350376129
-2.15,-1.765825629234314
-0.67,-0.6104607582092285
-1.9809999999999999,-2.6274399757385254
-2.878,-2.33549427986145
-0.85,-1.209136962890625
-0.4,-0.5267042517662048
-4.883,-4.0119194984436035
-3.11,-3.2546744346618652
-2.36,-2.3929569721221924
-4.6339999999999995,-4.075346946716309
-3.59,-2.88096284866333
-3.083,-2.5538158416748047
0.43,0.9469188451766968
-4.11,-3.8765463829040527
-3.54,-3.8320155143737793
-5.82,-5.825745582580566
-4.0,-4.153536319732666
-4.9,-4.291949272155762
-3.18,-3.492471694946289
-3.43,-3.557918071746826
-1.17,-1.2633813619613647
-4.43,-3.689788818359375
-0.92,-0.9394426345825195
-8.6,-7.211266994476318
0.106,-1.050647258758545
-3.3,-2.888397693634033
-1.29,-0.7309768199920654
-3.2,-3.2705821990966797
-5.507000000000001,-5.107795715332031
-4.445,-6.030745029449463
-0.8,-0.8379108309745789
0.38,-0.03166510909795761
-3.592,-3.17742657661438
-4.02,-3.8695855140686035
-7.01,-7.691431999206543
0.35,0.1733783483505249
-7.92,-8.021512985229492
-4.871,-4.37925910949707
-5.22,-5.310347557067871
-6.96,-6.240458965301514
-4.5,-4.9767937660217285
-6.68,-6.484508514404297
-1.01,-0.9833164215087891
-1.74,-2.1432783603668213
-2.59,-3.0163488388061523
-2.55,-2.690966844558716
-8.94,-8.476651191711426
-0.24,-0.5332344770431519
-4.4,-4.792004585266113
-1.96,-2.37135648727417
-4.64,-4.686256408691406
-4.7,-4.60045862197876
-4.3,-4.681441307067871
-2.05,-2.732557535171509
0.38,-0.09001247584819794
-1.4880000000000002,-1.4429166316986084
-3.03,-3.128333568572998
-0.59,0.3087904751300812
-4.36,-3.8532204627990723
-2.64,-2.296368360519409
-5.24,-4.282204627990723
-3.3,-3.4287304878234863
-4.8,-5.095088005065918
-3.43,-3.2732326984405518
0.0,-0.21216866374015808
-3.48,-3.2788245677948
1.1440000000000001,0.23037318885326385
-6.49,-5.500784397125244
-3.4,-3.034546375274658
-3.8,-3.2882080078125
-2.7,-3.0974161624908447
-0.19,-0.11033127456903458
-4.8,-4.264774322509766
-3.67,-3.692089557647705
-4.35,-4.711643695831299
-2.09,-2.060218334197998
-2.8,-2.91090726852417
-5.41,-5.540731906890869
-4.95,-4.143362998962402
-1.34,-1.5230947732925415
0.07,-0.4259699285030365
-0.8759999999999999,-0.626358687877655
-7.8,-7.881400108337402
0.81,-0.24248917400836945
-1.85,-1.7161235809326172
-6.2,-6.1671342849731445
-6.6370000000000005,-6.251878261566162
-0.4,-0.37009817361831665
-2.616,-1.9470134973526
-2.676,-2.501819133758545
-1.4580000000000002,-1.4326426982879639
-4.63,-5.052837371826172
-3.22,-2.658923387527466
-5.08,-5.0603413581848145
-6.301,-5.238063335418701
0.39,0.3999458849430084
-3.8960000000000004,-4.343508243560791
-0.92,-0.9130579829216003
-7.42,-8.071945190429688
-0.667,-0.806052029132843
-9.15,-8.832162857055664
-0.79,-0.5093219876289368
-1.4,-1.277513861656189
-6.0,-6.487179756164551
-3.1,-3.007275342941284
-5.06,-5.246575355529785
-4.66,-4.516475677490234
-0.66,-0.6584850549697876
-1.3,-1.4695327281951904
-0.62,-0.7911332249641418
-1.04,-1.8783305883407593
-3.785,-3.7333366870880127
-2.44,-2.3755714893341064
-3.05,-2.5369136333465576
-4.1,-4.411898612976074
1.34,2.138794422149658
-2.25,-1.6083252429962158
-2.35,-2.1789188385009766
-2.28,-2.4052376747131348
-7.92,-7.572754859924316
-1.99,-1.9212367534637451
-4.28,-4.178067207336426
-2.78,-2.739928722381592
-3.324,-3.6274306774139404
-4.207,-4.708062171936035
-1.79,-1.7658054828643799
-3.2460000000000004,-4.2003278732299805
-2.58,-2.4382286071777344
-0.9,-0.8242892026901245
-3.68,-3.669240951538086
-7.28,-5.983664035797119
-3.82,-3.733830213546753
-3.27,-3.485651731491089
-5.184,-4.936244010925293
-4.2,-4.248913764953613
1.11,0.818004310131073
-3.04,-3.1244773864746094
-0.41,-0.5776801705360413
-5.05,-5.298913478851318
-2.22,-2.3021490573883057
-3.73,-4.119721412658691
-1.8,-1.7505357265472412
-1.59,-1.7840967178344727
-4.0,-4.521793842315674
-0.03,-0.2079048901796341
-4.19,-4.392147064208984
0.94,0.5195158123970032
0.06,0.5305602550506592
0.52,0.5406132936477661
-3.2239999999999998,-3.135478973388672
-6.124,-5.48119592666626
-1.506,-1.5295724868774414
0.715,-0.44374099373817444
-0.85,-0.8343476057052612
-4.71,-4.885805606842041
-3.61,-3.257181167602539
-2.24,-3.066990613937378
-1.44,-0.9893683195114136
-3.85,-3.3770031929016113
-3.7539999999999996,-4.319284915924072
-1.06,-1.90414297580719
-1.01,-1.357865571975708
-3.55,-3.312073230743408
-4.593999999999999,-3.317747116088867
0.523,-0.46342411637306213
-8.0,-7.745275974273682
-1.62,-1.2539246082305908
-0.83,-0.6709073781967163
-1.52,-2.5800135135650635
-1.28,-1.165279746055603
-5.88,-5.684176445007324
-2.4,-2.5904035568237305
-2.56,-2.226973295211792
-7.25,-7.040406703948975
-6.57,-7.070046901702881
-3.53,-2.8977694511413574
-1.81,-1.9074493646621704
-1.06,-1.006264090538025
-3.93,-4.42977237701416
-2.4,-1.6092017889022827
0.15,0.23701652884483337
-2.7,-2.905918598175049
-3.57,-4.33812141418457
-3.094,-2.9581148624420166
-0.59,-0.847297191619873
-3.38,-3.0089805126190186
-2.31,-2.3719849586486816
-3.952,-4.282596111297607
-3.13,-3.568638563156128
-1.52,-1.5820000171661377
-3.127,-2.4843227863311768
-0.74,-0.7078917026519775
-3.81,-3.5793673992156982
-3.927,-2.9379279613494873
-1.33,-1.3174240589141846
-4.42,-4.70136022567749
-3.924,-3.4036126136779785
-6.9,-7.172793388366699
-2.94,-4.021541118621826
-2.43,-2.4567062854766846
-0.63,-0.6608697175979614
-5.24,-5.172232627868652
-0.44,-0.4377773702144623
-0.72,-1.1050057411193848
-2.33,-2.316094160079956
-3.84,-4.567111015319824
-4.86,-4.922585964202881
-7.39,-6.996844291687012
-0.29,-0.44682741165161133
-2.925,-3.524235963821411
-1.06,-0.8556312322616577
-4.15,-4.648777008056641
-0.89,-0.8618468046188354
-5.19,-4.918771266937256
-1.8769999999999998,-2.841400623321533
-2.5810000000000004,-2.2232859134674072
-5.382000000000001,-5.4175705909729
-0.83,-0.9046152234077454
-0.04,0.05593743175268173
-4.55,-3.03307843208313
-0.5,-0.8553999662399292
-5.25,-5.661311149597168
-4.553999999999999,-3.7759718894958496
-1.64,-1.4324016571044922
-3.5039999999999996,-3.4719669818878174
-1.3,-1.8517875671386719
-1.23,-1.394139051437378
-1.24,-1.622020959854126
-3.01,-2.864422559738159
-5.35,-4.618221282958984
-2.78,-3.6412525177001953
1.1,1.5684055089950562
-6.89,-6.588075160980225
-4.14,-4.597471237182617
-2.369,-2.8711323738098145
-0.85,-0.6259764432907104
-4.402,-4.272294044494629
-0.78,-1.0047128200531006
-1.96,-0.9757188558578491
-2.81,-2.751535415649414
-2.17,-2.343390464782715
-1.36,-0.8410463333129883
-7.321000000000001,-7.2104644775390625
-2.73,-2.624527931213379
-5.4,-5.053257942199707
0.15,0.24420788884162903
-4.755,-4.78641414642334
-4.89,-4.498760223388672
-3.1710000000000003,-3.448267698287964
-1.62,-1.448569893836975
-4.907,-4.175386905670166
-4.678999999999999,-4.654864311218262
-5.72,-5.78851842880249
-7.92,-8.483896255493164
-2.617,-3.6040711402893066
-1.62,-1.9190740585327148
-4.77,-4.547468662261963
-1.92,-0.48528537154197693
-2.68,-2.6338226795196533
-4.48,-4.224084377288818
-3.2,-3.6587893962860107
-2.67,-2.7718899250030518
-1.6,-1.4641358852386475
-5.666,-5.90851354598999
-0.68,-0.713746190071106
-0.88,-0.9197594523429871
-2.92,-2.7507987022399902
-6.86,-6.752197265625
-4.47,-3.9313559532165527
-0.82,-0.8540781736373901
-6.35,-5.632231712341309
-2.0,-2.331789016723633
-4.37,-3.8833110332489014
-3.29,-3.0290579795837402
-2.22,-2.014397382736206
-3.9,-3.5334954261779785
-2.07,-2.1386795043945312
-2.46,-2.2833197116851807
-2.09,-2.6215553283691406
-1.3,-1.3072154521942139
-2.8,-2.575976610183716
-6.35,-6.264085292816162
-3.84,-3.9534366130828857
-1.71,-2.2807204723358154
-4.76,-3.675410747528076
-1.49,-1.6542679071426392
-3.0,-2.6463143825531006
-4.25,-4.289408206939697
-6.14,-6.377933502197266
-3.7960000000000003,-4.198768615722656
-2.09,-2.1964712142944336
-2.322,-2.6833741664886475
-6.025,-6.473335266113281
-2.54,-2.9046247005462646
-4.02,-4.295194149017334
-0.99,-1.0097237825393677
-2.218,-2.4195613861083984
-3.18,-3.049858570098877
-1.85,-2.529623031616211
-4.11,-3.9735419750213623
-2.03,-2.052088499069214
-8.4,-7.221730709075928
-4.44,-4.729272365570068
-2.84,-4.6533942222595215
-4.88,-4.348113059997559
-7.2,-6.809187412261963
-3.51,-3.5702545642852783
-2.09,-2.054574728012085
-2.74,-2.7639670372009277
-1.25,-1.2111009359359741
-5.915,-5.338973045349121
-3.37,-2.939897060394287
-2.356,-2.9058432579040527
-8.017000000000001,-7.234710693359375
-2.0,-1.9506832361221313
0.61,-0.2274588644504547
-1.33,-0.9303018450737
-3.18,-3.1951498985290527
-7.66,-8.4755220413208
-0.8,-0.7963830232620239
-0.14,0.1461796909570694
-3.08,-2.9127466678619385
-2.647,-3.201061248779297
-0.29,-0.2478802651166916
-7.21,-7.6028337478637695
-3.571,-4.1745710372924805
-0.8,-0.744333028793335
-4.31,-4.1770195960998535
-5.696000000000001,-4.876036643981934
-3.54,-3.8347249031066895
-2.09,-2.1749839782714844
-3.21,-3.2562880516052246
-1.66,-2.0789542198181152
-2.82,-2.5689380168914795
-4.2860000000000005,-3.730806827545166
-5.16,-4.963916778564453
-1.45,-1.41676664352417
-1.99,-1.8637336492538452
-4.328,-3.942004680633545
-1.456,-2.520123243331909
-3.21,-3.5416953563690186
-1.28,-2.1974427700042725
-4.21,-4.476113796234131
1.07,0.5394579768180847
-1.52,-1.3931074142456055
-2.82,-2.6823837757110596
-1.57,-1.8510843515396118
-2.55,-2.3843154907226562
0.76,0.7871315479278564
-5.03,-4.0483245849609375
-3.083,-2.9784436225891113
-3.14,-3.3354079723358154
-2.478,-3.6307971477508545
0.15,-0.2059413194656372
-2.93,-3.2131125926971436
-3.74,-3.7857799530029297
-4.37,-3.70721697807312
-3.59,-4.046582221984863
-3.76,-4.099236965179443
-2.35,-1.697426438331604
-3.364,-2.402186870574951
-2.468,-2.764491558074951
-0.71,-1.1050057411193848
-2.0,-2.1929397583007812
-0.42,-0.1166737899184227
-2.74,-2.666773796081543
-5.26,-5.48948860168457
-6.09,-6.015246391296387
-2.35,-2.9051311016082764
-2.51,-2.9383537769317627
-4.081,-4.51499080657959
-1.91,-1.7911745309829712
-0.95,-1.049721121788025
-0.7,-0.7529826164245605
-3.239,-3.6232619285583496
0.26,0.48197826743125916
-2.35,-2.8257954120635986
-2.59,-2.677330732345581
-4.69,-5.050989151000977
-4.0,-3.7793071269989014
-4.71,-4.412694931030273
-1.7,-1.638026475906372
-1.6,-1.6510566473007202
-2.17,-2.7741661071777344
-1.29,-1.4163191318511963
-4.57,-5.022782325744629
-5.115,-6.292956829071045
-1.54,-1.4611209630966187
-5.89,-6.056929111480713
-2.1109999999999998,-2.803492784500122
-2.696,-3.413785457611084
-1.17,-1.231443166732788
-4.571000000000001,-4.398383140563965
-2.55,-2.5378057956695557
1.02,0.3985324501991272
-1.16,-1.4856878519058228
-4.81,-5.054691791534424
-3.5860000000000003,-4.036772727966309
-11.6,-9.362727165222168
0.96,1.1029373407363892
-2.273,-1.254164695739746
-6.29,-6.393287658691406
-3.9,-3.7286198139190674
