smiles,solubility
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-3.32
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O ,-3.36
CBr,-0.79
Cc1c(C)c(C)c(C)c(C)c1C,-5.23
ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,-4.92
COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,-4.4319999999999995
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C ,-1.601
CCCCC(O)CC,-1.47
CCC(CC)C=O,-1.52
Cl\C=C/Cl,-1.3
O=C1CNC(=O)N1 ,-0.4
Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,-7.25
Clc1ccc(Br)cc1,-3.63
O=C1NC(=O)NC(=O)C1(C)CC,-1.228
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.402000000000001
CCC=C,-1.94
c2cnc1ncncc1n2,0.02
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,-3.785
OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,-2.1109999999999998
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,-4.883
Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O ,-1.95
CCC1(C(=O)NC(=O)NC1=O)c2ccccc2 ,-2.322
COC(=O)c1ccccc1C(=O)OC,-1.66
Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,-1.456
CCCCCC,-3.84
c1cc2ccc3cccc4ccc(c1)c2c34,-6.176
CCC(O)(CC)CC,-0.85
CSc1nc(nc(n1)N(C)C)N(C)C,-2.676
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,-5.65
CC(C)CC(C)O,-0.8
CCCc1ccccc1,-3.37
Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,-6.02
Oc1ccccc1O,0.62
CNC(=O)ON=C(SC)C(=O)N(C)C,0.106
CCCOC(=O)c1ccc(N)cc1,-2.452
CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3 ,-3.81
CCC(C)(O)CC,-0.36
COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,-4.04
CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.37
CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 ,-4.871
c1ccc2cc3ccccc3cc2c1,-6.35
c1(O)c(C)ccc(C(C)C)c1,-2.08
CC(C)=CCCC(O)(C)C=C,-1.99
CCCCCCc1ccccc1,-5.21
CCOc1ccc(NC(N)=O)cc1,-2.17
CN(C)C(=O)NC1CCCCCCC1,-2.218
CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O ,-3.78
COc1ccc(Cl)cc1,-2.78
Clc1cccc(Br)c1,-3.21
Clc1cccc(c1)N(=O)=O,-2.77
Oc1cccc2ccccc12,-2.22
Cc2cnc1cncnc1n2,-0.8540000000000001
CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,-5.507000000000001
c1c(NC(=O)OC(C)C(=O)NCC)cccc1,-1.83
O=C1NC(=O)NC(=O)C1(CC=C)CC=C,-2.077
CC(C)C(C)O,-0.18
CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ,-2.3
c1cC2C(=O)NC(=O)C2cc1,-2.932
CNC(=O)C=C(C)OP(=O)(OC)OC,0.6509999999999999
CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O ,-4.955
CN(C)C(=O)SCCCCOc1ccccc1,-3.927
Nc2cnn(c1ccccc1)c(=O)c2Cl,-2.878
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19
COc1cc(CC=C)ccc1O,-1.56
c1ccccc1O,0.0
CCCN(=O)=O,-0.8
CCCC=C,-2.68
Ic1cccc2ccccc12,-4.55
CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,-3.5610000000000004
Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,-3.62
ClCC(Cl)(Cl)Cl,-2.18
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ,-4.37
COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,-3.2460000000000004
O=C(Nc1ccccc1)Nc2ccccc2,-3.15
Fc1cccc(Br)c1,-2.67
CC(C)CCO,-0.51
CCCCCCCCCCCCCCCCCCO,-8.4
CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,-3.4930000000000003
CCC(C)(C)C,-3.55
ClCc1ccccc1,-2.39
O=C1CCC(=O)N1,0.3
CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,-4.8
c1ccccc1SC,-2.39
CC(C)OC(=O)C,-0.55
Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl ,-7.92
Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O ,-3.083
OCC(O)C(O)C(O)C(O)CO ,0.06
CCCCc1c(C)nc(nc1O)N(C)C ,-2.24
CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O,-5.282
CCOC(=O)c1ccc(N)cc1,-2.1
CCC(CC)CO,-1.17
CCS,-0.6
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC ,-4.19
c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,-8.49
ClC(Cl)(Cl)N(=O)=O,-2.0
c1ccc2c(c1)[nH]c3ccccc32,-5.27
CCCCC(=O)C,-0.8
c1ccc2c(c1)sc3ccccc23,-4.38
CCN2c1ccccc1N(C)C(=S)c3cccnc23 ,-4.706
Cc1ccccc1C,-2.8
Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-9.15
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,-2.5180000000000002
CCSC(=O)N(CC)C1CCCCC1 ,-3.4
CCCCCCCBr,-4.43
FC(F)(F)c1ccccc1,-2.51
CCOC(=O)C=Cc1ccccc1,-3.0
Nc1cccc2ccccc12,-1.92
CCN2c1ccccc1N(C)C(=O)c3cccnc23 ,-3.324
CC(Cl)(Cl)Cl,-2.0
Clc1ccc(c(Cl)c1)c2c(Cl)ccc(Cl)c2Cl ,-7.43
Clc1ccc(Cl)c(Cl)c1Cl,-4.57
CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,-4.8
C1CCc2ccccc2C1,-4.37
Cc1c[nH]c(=O)[nH]c1=O ,-1.506
ClC(Cl)Cl,-1.17
ClCC(Cl)Cl,-1.48
CCC#N,0.28
Cc1ccc(cc1)N(=O)=O,-2.49
CCCCCC(C)C,-5.08
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-5.666
CNC(=O)Oc1cccc(N=CN(C)C)c1,-2.34
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-3.46
