y_train,y_train_pre
-4.07,-4.04644250869751
-1.17,-1.0651954412460327
-6.35,-6.178426742553711
-3.931,-4.939764976501465
-5.89,-5.784176349639893
-3.408,-3.234750747680664
-2.154,-2.2069220542907715
-0.28,-0.157354474067688
-3.53,-2.7341182231903076
-4.64,-4.652371406555176
-4.0,-4.7657389640808105
-6.237,-6.00847053527832
-3.5039999999999996,-3.743109941482544
-2.96,-3.0575649738311768
-4.74,-4.488443374633789
-0.89,-0.7337327003479004
-4.1,-3.924802303314209
-2.73,-3.1855359077453613
-3.6,-3.430739641189575
-2.273,-0.8017125129699707
-5.82,-5.6298089027404785
-1.716,-2.5639588832855225
-2.74,-3.004612445831299
-3.78,-4.171830177307129
-4.047,-4.833530902862549
-2.39,-2.5386533737182617
-2.06,-2.873180866241455
-3.8169999999999997,-4.593297481536865
-0.82,-0.9779879450798035
-2.67,-3.0534656047821045
-5.41,-5.97125768661499
-2.452,-2.602080821990967
-4.57,-4.158886909484863
-0.01,0.07671592384576797
-3.84,-3.216665267944336
-0.46,-0.7213581800460815
1.1,1.3386017084121704
-5.931,-4.984167575836182
0.43,0.9728864431381226
-4.88,-4.826475620269775
-4.3,-4.4367828369140625
-4.63,-5.263165473937988
-4.37,-3.9327521324157715
-5.66,-5.350450038909912
-1.93,-1.893782377243042
-2.22,-2.3640782833099365
-3.583,-1.7104936838150024
-3.67,-4.773594856262207
-4.29,-4.7227301597595215
-6.291,-6.244050025939941
-5.115,-6.464290618896484
-0.59,0.024895664304494858
-2.5810000000000004,-2.8076603412628174
-1.74,-1.2865376472473145
-1.01,-1.3425555229187012
-5.28,-5.563634872436523
-8.176,-6.651711940765381
-2.92,-3.6005101203918457
-3.451,-3.378934383392334
-4.4319999999999995,-4.3582940101623535
-5.85,-5.777087688446045
-6.144,-5.426774024963379
-4.17,-4.6737236976623535
-7.43,-7.0971269607543945
0.32,0.31709036231040955
-4.55,-2.9404807090759277
-4.66,-4.292555809020996
-4.9,-4.037022590637207
-3.6719999999999997,-3.315917491912842
0.74,0.6185603141784668
-1.85,-1.735573172569275
-1.29,-1.5493568181991577
-2.48,-2.806638240814209
-8.01,-7.405271053314209
-5.06,-5.03378963470459
-0.77,-0.1445576399564743
-3.59,-4.024722099304199
-3.75,-4.074450492858887
-3.364,-2.035107135772705
-2.09,-3.251133680343628
-3.1,-3.292171001434326
