smiles,solubility
Nc1ncnc2nc[nH]c12 ,-2.12
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.09
CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O ,-4.955
Cc1ccccc1Br,-2.23
COC(=O)c1ccccc1,-1.85
O=C1NC(=O)NC(=O)C1(CC)CC,-2.4
FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,-4.047
Clc1ccccc1Cl,-3.05
CN(C)C(=O)Nc1ccc(Cl)cc1,-2.89
CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,-4.5760000000000005
CCC(C)O,0.47
c1ccc2c(c1)ccc3c4ccccc4ccc23,-8.057
c1ccc2ncccc2c1,-1.3
Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,-3.22
c1cncnc1,1.1
CON(C)C(=O)Nc1ccc(Cl)cc1,-2.57
Brc1ccc2ccccc2c1,-4.4
COC(=O)c1ccc(O)cc1,-1.827
O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.47
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-4.194
Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl ,-6.57
c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O ,-4.314
O=C1NC(=O)c2ccccc12 ,-2.61
Clc1cccc2ccccc12,-3.93
OCC(O)CO,1.12
O=C1CCC(=O)N1,0.3
CCNc1nc(Cl)nc(NCC)n1 ,-4.55
CCOc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3,-8.6
CCOC=C,-0.85
CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,-5.47
Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,-3.685
COc1cccc(Cl)c1,-2.78
CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C,-3.09
CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-4.63
c2c(C)cc1nc(C)ccc1c2 ,-1.94
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ,-4.93
NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,-2.63
Cc1cccc(C)n1,0.45
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-3.15
CCCCCOC(=O)C,-1.89
c1ccccc1NC(=O)c2c(O)cccc2,-3.59
NC(=O)N,0.96
CCCCS,-2.18
CCCC(=O)OCC,-1.36
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.402000000000001
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2 ,-7.2
Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O ,-3.083
CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.11
CCCCC(O)CC,-1.47
CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C ,-3.5380000000000003
CN(C)C(=O)NC1CCCCCCC1,-2.218
CCCCCCc1ccccc1,-5.21
Sc1nccc(=O)[nH]1 ,-2.273
c1ccc2ccccc2c1,-3.6
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ,-4.16
CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O) ,-3.48
COP(=O)(NC(C)=O)SC ,0.54
Clc1ccc(cc1Cl)c2ccccc2 ,-6.39
Cc1ncnc2nccnc12,-0.466
CNC(=O)Oc1cccc2CC(C)(C)Oc12,-2.8
CC(=O)OCC(COC(=O)C)OC(=O)C,-0.6
CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,-3.42
NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl ,-3.05
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.592
CO,1.57
CSC,-0.45
CCC1(C(=O)NCNC1=O)c2ccccc2,-2.64
CC(C)CC(C)O,-0.8
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.68
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.77
C1SC(=S)NC1(=O),-1.77
FC(F)(F)c1ccccc1,-2.51
CCCCCCC(C)O,-2.09
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-6.34
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.28
c1ccoc1,-0.82
O(c1ccccc1)c2ccccc2,-3.96
Cc1cc(C)c(O)c(C)c1,-2.05
CCC,-1.94
ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.317
Cl\C=C/Cl,-1.3
NC(=S)N,0.32
Oc1ccc(Cl)cc1,-0.7
Fc1c[nH]c(=O)[nH]c1=O ,-1.077
Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,-5.915
O=c1[nH]cnc2[nH]ncc12 ,-2.266
CCCCSP(=O)(SCCCC)SCCCC,-5.14
Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-7.92
CCCCC(=O)CCCC,-2.58
CCCOCCC,-1.62
CC(C)CC(=O)C,-0.74
CCCC(O)CCC,-1.4
O=Cc1ccccc1,-1.19
CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.003
COc1ccccc1Cl,-2.46
CCC(C)C(C)C,-4.28
CCCCc1ccccc1,-4.06
CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2 ,-1.13
C=CCC=C,-2.09
CCc1ccc2ccccc2c1,-4.29
Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl ,-7.8
C1CCc2ccccc2C1,-4.37
Cc1cc(=O)n(c2ccccc2)n1C,0.715
CC(C)C1CCC(C)CC1=O,-2.35
COC(C)(C)C,-0.24
Cc2cnc1cncnc1n2,-0.8540000000000001
CC(C)C=C,-2.73
O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-6.301
CC(C)Cl,-1.41
Cc1cc(C)cc(O)c1,-1.4
COCCCNc1nc(NC(C)C)nc(SC)n1,-2.928
c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,-4.24
c1ccc2cnccc2c1,-1.45
Oc2ccc1CCCCc1c2 ,-1.99
CCCC(=O)C,-0.19
CCc1ccccc1C,-3.21
CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,-3.69
