y_train,y_train_pre
-2.73,-2.4943084716796875
-1.48,-2.2310214042663574
-3.2,-3.240009307861328
-4.42,-4.9344162940979
-4.081,-4.350643157958984
-4.749,-4.018314361572266
-6.02,-4.757996559143066
-4.8,-4.404488563537598
0.48,-0.5528813600540161
0.57,0.2235279381275177
-3.85,-2.652458906173706
-0.6,-1.8446195125579834
-2.356,-2.268167018890381
-4.43,-2.6436238288879395
-0.42,-2.1718966960906982
0.1,-0.8946254849433899
-3.11,-4.901373863220215
-3.3,-3.4949615001678467
-1.5,-2.5892462730407715
-0.85,-2.3048205375671387
-3.0210000000000004,-4.653622627258301
-2.58,-3.120011806488037
-3.168,-2.825216770172119
-6.62,-5.000875473022461
-1.16,-2.306025981903076
-3.1710000000000003,-2.8473877906799316
0.02,-1.7997010946273804
-3.685,-4.531401634216309
-3.03,-2.4184348583221436
-8.017000000000001,-5.382892608642578
-3.38,-3.2337803840637207
-5.56,-4.649774074554443
-0.47,-1.3385812044143677
-0.972,-1.7364444732666016
-4.571000000000001,-5.172238349914551
-3.08,-2.496476411819458
-4.89,-4.034984588623047
-6.34,-4.749255657196045
-6.35,-5.0723066329956055
-2.32,-2.2590231895446777
-3.2239999999999998,-3.259600877761841
-2.92,-3.138096570968628
-2.24,-1.560198426246643
-2.5639999999999996,-2.8130264282226562
-2.154,-3.7890713214874268
-0.68,-2.2423946857452393
-6.35,-4.529995918273926
-8.172,-5.757781982421875
-3.73,-4.253531455993652
-4.37,-4.2739973068237305
-1.95,-2.3452653884887695
-1.56,-2.852954626083374
-3.46,-3.8407294750213623
-2.03,-0.2421119511127472
-1.25,-3.45292592048645
0.26,-0.7130373120307922
-6.57,-5.612849235534668
-2.58,-2.469886302947998
-5.115,-5.705489158630371
-0.82,-1.5142635107040405
-1.99,-3.9450016021728516
-7.02,-5.798070430755615
-2.11,-2.644036293029785
-1.4,-2.820800542831421
-3.24,-4.6642913818359375
-8.4,-5.218027591705322
-2.39,-2.4052734375
-3.38,-2.7453269958496094
-4.37,-4.3554277420043945
-3.4989999999999997,-4.297074794769287
-3.76,-4.446488380432129
-4.55,-4.008196830749512
-2.08,-3.2397499084472656
-1.716,-3.61930775642395
-3.68,-1.6780143976211548
-2.64,-2.204773426055908
-2.78,-4.3075737953186035
0.58,0.22055764496326447
-6.68,-5.345555782318115
-4.48,-4.041261196136475
-1.64,-1.7715368270874023
-1.11,-1.8019641637802124
-6.005,-3.5703396797180176
-2.35,-2.493805408477783
-3.65,-1.2318203449249268
-2.48,-3.0531420707702637
-4.88,-4.809685707092285
-0.43,-1.483130931854248
-4.09,-5.486166954040527
-3.43,-3.676379442214966
0.64,-1.4013484716415405
-5.0,-4.453947067260742
-6.876,-5.57039737701416
-1.79,-3.4600110054016113
-4.402,-4.923964977264404
-2.36,-1.231621503829956
-3.68,-2.6768457889556885
-1.3,-1.9497896432876587
-2.32,-3.424511671066284
-2.57,-1.2534003257751465
-2.55,-0.7958540916442871
-4.24,-3.4442200660705566
-1.66,-2.652039051055908
-2.61,-1.8979160785675049
-4.706,-3.809083938598633
-0.88,-2.7073278427124023
-1.29,-2.8113651275634766
-3.31,-3.237452745437622
-1.29,-3.0892486572265625
-2.38,-2.941197395324707
-5.24,-3.018653154373169
-4.35,-3.995692491531372
-0.14,-0.5695093870162964
-3.06,-2.4470298290252686
0.38,-2.3198153972625732
