smiles,solubility
CCCCc1c(C)nc(nc1O)N(C)C ,-2.24
Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O,-4.7
CCOC(C)OCC,-0.43
Cc1ccc(cc1)c2ccccc2,-4.62
CCCCOC=O,-1.37
c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,-8.23
COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,-3.88
CC12CCC(CC1)C(C)(C)O2,-1.74
COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O ,-3.638
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-3.43
CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,-2.696
ClCBr,-0.89
c1ccsc1,-1.33
Fc1c[nH]c(=O)[nH]c1=O ,-1.077
Cc1cccc(C)c1,-2.82
CCCCCCCCCC(=O)OC,-4.69
C1Cc2ccccc2C1,-3.04
Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,-7.25
CCCC#C,-1.64
CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C ,-5.66
CCC(C)CCO,-0.71
BrCBr,-1.17
Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,-0.17
NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,-2.63
Clc1cc(Cl)cc(Cl)c1,-4.48
CCC(O)CC,-0.24
COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,-4.04
Cc1cccc2c1Cc3ccccc32,-5.22
Nc1ccc(cc1)S(N)(=O)=O,-1.34
c1(Br)c(Br)cc(Br)cc1,-4.5
CCOc2ccc1nc(sc1c2)S(N)(=O)=O ,-3.81
CCCCS,-2.18
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl ,-11.6
CC(C)CBr,-2.43
O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,-2.22
OCc1ccccc1,-0.4
O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,-2.39
C,-0.9
C2c1ccccc1N(CCF)C(=O)c3ccccc23 ,-4.7989999999999995
