smiles,solubility
CC(=O)c1ccccc1,-1.28
CNC(=O)Oc1cccc2CC(C)(C)Oc12,-2.8
Clc1cccc(n1)C(Cl)(Cl)Cl,-3.76
CCOc1ccccc1,-2.33
Nc2cnn(c1ccccc1)c(=O)c2Cl,-2.878
Oc1c(Cl)cccc1Cl,-1.79
Fc1ccc(F)cc1,-1.97
CCCCCBr,-3.08
C1CCCC1,-2.64
CCSC(=O)N(CC)C1CCCCC1 ,-3.4
CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O ,-4.955
CC(Cl)CCl,-1.6
OCC1OC(O)(CO)C(O)C1O,0.64
COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C ,-4.42
CNN,1.34
CCNc1nc(NC(C)(C)C)nc(SC)n1,-4.0
CCCCCOC(=O)CC,-1.28
CCC(C)(O)CC,-0.36
c2ccc1nc(ccc1c2)c4ccc3ccccc3n4 ,-5.4
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-3.61
CC(C)CCOC(=O)C,-1.92
CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,-4.7
CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O ,-4.9
c1ccccc1SC,-2.39
O=C1NC(=O)NC(=O)C1(CC)C(C)CC,-2.39
Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,-3.4989999999999997
Nc1c(C)c[nH]c(=O)n1 ,-1.4580000000000002
Clc1ccc(cc1)c2cccc(Cl)c2Cl ,-6.26
CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O ,-3.5860000000000003
CCCCCCCCCCO,-3.63
CN(C)c1nc(nc(n1)N(C)C)N(C)C,-3.364
CCBr,-1.09
ClCc1ccccc1,-2.39
CCCCC(=O)CCCC,-2.58
Brc1cccc(Br)c1,-3.54
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-3.32
CC(C)(C)CO,-0.4
CCCI,-2.29
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,-3.955
c1ccccc1,-1.64
Clc1ccc(cc1)c2ccccc2Cl ,-5.28
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.28
ClC(=C(Cl)Cl)Cl,-2.54
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-7.2
Cc1cccc2c1Cc3ccccc32,-5.22
CCN(CC)c1ccccc1,-3.03
CC2=CC(=O)c1ccccc1C2=O ,-3.03
ClC(Br)Br,-1.9
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72
FC(F)(Cl)C(F)(F)Cl,-2.74
Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O ,-3.083
Clc1cccc2ccccc12,-3.93
C1C(O)CCC2(C)CC3CCC4(C)C5(C)CC6OCC(C)CC6OC5CC4C3C=C21,-7.32
Clc1cccc(Br)c1,-3.21
Nc1ccc(O)cc1,-0.8
Clc1cc(Cl)c(Cl)c(Cl)c1,-4.63
c2cnc1ncncc1n2,0.02
o1c2ccccc2c3ccccc13,-4.6
COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,-3.88
CC(=O)Nc1ccc(O)cc1,-1.03
COC(=O)c1cc(O)c(O)c(O)c1 ,-1.24
CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-4.63
O=Cc1ccccc1,-1.19
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-6.34
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,-3.785
CC(C)N(=O)=O,-0.62
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.8169999999999997
CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3 ,-4.16
Cc1cc2ccccc2cc1C,-4.72
Nc1ccc(cc1)c2ccc(N)cc2,-2.7
CCc1ccc(C)cc1,-3.11
c1ccc2c(c1)ccc3ccccc32,-5.26
CC(C)O,0.43
CCCCCCC(=O)OCC,-2.74
CCC(C)CCO,-0.71
CCC(C)(C)CC,-4.23
CCCCCCCBr,-4.43
CC(C)C(C)O,-0.18
Nc1nccs1 ,-0.36
CC/C=C\C,-2.54
ClCCCCl,-1.62
COC=O,0.58
c1ccc2c(c1)ccc3c4ccccc4ccc23,-8.057
CCC,-1.94
CCCCCCCC(C)O,-2.74
CCC(C)(C)C,-3.55
C1CCCCC1,-3.1
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-3.43
Nc1cccc2ccccc12,-1.92
CC(C)C(C)C,-3.65
OC1C(O)C(O)C(O)C(O)C1O,0.35
O=N(=O)c1cc(Cl)c(Cl)cc1,-3.2
c1ccccc1O,0.0
Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,-2.404
CCOC(=O)N,0.85
C=CCC=C,-2.09
c1ccc2cnccc2c1,-1.45
NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,-3.59
CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,-2.98
Oc1ccncc1,1.02
CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C ,-5.66
c1c(NC(=O)OC(C)C(=O)NCC)cccc1,-1.83
Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,-0.17
CNC(=O)Oc1cc(C)cc(C)c1,-2.5810000000000004
Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-7.92
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,-0.244
CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,-5.8389999999999995
OCC(O)C(O)C(O)C(O)CO ,0.06
CN(C)C=Nc1ccc(Cl)cc1C,-2.86
CCCCC#C,-2.36
O=c1cc[nH]c(=O)[nH]1 ,-1.4880000000000002
CC1=CCC(CC1)C(C)=C,-4.26
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ,-4.93
O=C(Nc1ccccc1)Nc2ccccc2,-3.15
C=CC=O,0.57
Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc3ccccc3C)cc1,-6.01
Oc1cccc(c1)N(=O)=O,-1.01
CCCOC=O,-0.49
Clc1ccc(Cl)c(Cl)c1,-3.59
CC(C)C(C)(C)C,-4.36
CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO ,-4.31
CNC(=O)C(C)SCCSP(=O)(OC)(OC),1.1440000000000001
CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.37
Oc1c(Br)cc(C#N)cc1Br ,-3.33
O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-6.301
CN(C)c2c(C)n(C)n(c1ccccc1)c2=O ,-0.364
CCCCCCO,-1.24
