y_train,y_train_pre
-4.07,-4.078236103057861
-1.17,-1.1093798875808716
-6.35,-6.1632490158081055
-3.931,-4.910283088684082
-5.89,-5.750340461730957
-3.408,-3.2027390003204346
-2.154,-2.291924238204956
-0.28,-0.34228405356407166
-3.53,-2.877270221710205
-4.64,-4.608684539794922
-4.0,-4.842409610748291
-6.237,-5.80929708480835
-3.5039999999999996,-3.760143756866455
-2.96,-3.002974510192871
-4.74,-4.397143363952637
-0.89,-0.8647136688232422
-4.1,-3.9514732360839844
-2.73,-3.1547915935516357
-3.6,-3.4320991039276123
-2.273,-0.7372925877571106
-5.82,-5.666752338409424
-1.716,-2.7358102798461914
-2.74,-3.049644708633423
-3.78,-4.2246294021606445
-4.047,-4.866477012634277
-2.39,-2.6761653423309326
-2.06,-2.928554058074951
-3.8169999999999997,-4.692322731018066
-0.82,-1.0443074703216553
-2.67,-2.9942078590393066
-5.41,-5.806634426116943
-2.452,-2.6749913692474365
-4.57,-4.28872537612915
-0.01,-0.12435860931873322
-3.84,-3.069809675216675
-0.46,-0.8347408175468445
1.1,1.204351544380188
-5.931,-5.013679504394531
0.43,0.8445578813552856
-4.88,-4.803797721862793
-4.3,-4.2795305252075195
-4.63,-5.273956298828125
-4.37,-4.034598350524902
-5.66,-5.34941291809082
-1.93,-1.901832938194275
-2.22,-2.464393138885498
-3.583,-1.614680290222168
-3.67,-4.809420585632324
-4.29,-4.703400611877441
-6.291,-6.0124711990356445
-5.115,-6.401414394378662
-0.59,-0.05938190966844559
-2.5810000000000004,-2.9138474464416504
-1.74,-1.2429544925689697
-1.01,-1.3012399673461914
-5.28,-5.5255937576293945
-8.176,-6.265519142150879
-2.92,-3.5788683891296387
-3.451,-3.397623062133789
-4.4319999999999995,-4.37203311920166
-5.85,-5.743137359619141
-6.144,-5.411271095275879
-4.17,-4.653722286224365
-7.43,-7.022219657897949
0.32,0.21682758629322052
-4.55,-3.063509464263916
-4.66,-4.210755348205566
-4.9,-4.050724029541016
-3.6719999999999997,-3.3405261039733887
0.74,0.7986493110656738
-1.85,-1.72372305393219
-1.29,-1.764955759048462
-2.48,-2.904817819595337
-8.01,-7.322124481201172
-5.06,-4.931188106536865
-0.77,-0.3157140612602234
-3.59,-4.074094295501709
-3.75,-4.074559211730957
-3.364,-1.9742815494537354
-2.09,-3.3615493774414062
-3.1,-3.3637242317199707
-1.7080000000000002,-2.4914212226867676
-2.73,-3.9041576385498047
-2.19,-2.183767318725586
-4.24,-4.399791240692139
-2.67,-3.1347906589508057
0.94,0.14737336337566376
-2.369,-2.897681474685669
-0.39,-0.3464835286140442
-0.8,-1.051173210144043
-1.077,-0.8195721507072449
-6.25,-6.165891170501709
-2.09,-2.2010157108306885
-3.5610000000000004,-4.443974494934082
-6.89,-6.246323585510254
-1.98,-1.9334264993667603
-1.56,-2.6102869510650635
-3.37,-2.61993408203125
-2.68,-2.1189520359039307
-4.63,-4.934472560882568
-0.62,-1.073333978652954
-3.76,-4.252206802368164
-2.33,-1.2614539861679077
-8.057,-6.508430480957031
-4.08,-4.278263092041016
-1.601,-2.737961769104004
-4.11,-4.466562271118164
-2.766,-2.537599802017212
-6.57,-6.651528835296631
-3.54,-3.7881851196289062
-4.4,-4.327723979949951
0.54,0.012745171785354614
-4.47,-3.295543670654297
-3.35,-4.15805721282959
-4.6339999999999995,-3.9999442100524902
-4.0,-4.010811805725098
-4.65,-5.0585455894470215
1.58,0.6926096677780151
-2.356,-3.1494996547698975
-2.06,-2.0810954570770264
-0.17,0.12181170284748077
-0.4,-0.5595847368240356
0.009000000000000001,-0.6456518173217773
-7.42,-7.344265937805176
-0.72,-1.1456621885299683
