smiles,solubility
CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ,-3.38
BrCBr,-1.17
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-3.483
Oc1ccc(Cl)c(Cl)c1,-1.25
CCCCC(C)O,-0.89
Cc1ccc(C)c2ccccc12,-4.14
CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O,-5.282
Cn1cnc2n(C)c(=O)n(C)c(=O)c12,-0.8759999999999999
CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3 ,-3.81
CC(C)CC(C)C,-4.26
CCSC(=O)N(CC(C)C)CC(C)C,-3.68
Oc1c(Cl)cc(Cl)cc1Cl,-2.34
CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,-3.7960000000000003
CNC(=O)Oc1ccccc1OC(C)C,-2.05
c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,-8.49
O=Cc2ccc1OCOc1c2 ,-1.63
COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,-4.31
CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ,-2.3
CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O ,-3.78
Clc1ccc(cc1)c2c(Cl)cccc2Cl ,-6.14
O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,-2.9819999999999998
CCCCCC=C,-3.73
CCCCCCCCCCCC(=O)OC,-4.69
CCCCC(C)(C)O,-1.08
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2 ,-2.17
Nc3cc2c1ccccc1ccc2c4ccccc34 ,-6.2
CC(C)=CCCC(O)(C)C=C,-1.99
Clc1ccc(cc1)c2cccc(Cl)c2Cl ,-6.29
CCC(Br)(CC)C(=O)NC(N)=O,-2.68
c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,-9.332
CCC(C)CCO,-0.72
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl ,-5.67
Oc1cccc(Cl)c1,-0.7
CSc1nc(nc(n1)N(C)C)N(C)C,-2.676
Nc3ccc2cc1ccccc1cc2c3 ,-5.17
O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,-2.322
Cc1cccc(C)c1,-2.82
Cc1cc(C)c(O)c(C)c1,-2.05
CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O ,-4.743
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-6.025
CCc1ccccc1,-2.77
C=CC=O,0.57
CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O,-4.402
c1ccnnc1,1.1
CCOC(=O)c1ccc(O)cc1,-2.35
CCCCCC(C)(C)O,-1.72
Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-7.28
Cc1cc(=O)[nH]c(=S)[nH]1,-2.436
CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,-4.046
CCN(CC)C(=S)SCC(Cl)=C,-3.39
ClCc1ccccc1,-2.39
O=C1NC(=O)NC(=O)C1(CC)C(C)CC,-2.39
Clc1cccc2ccccc12,-3.93
c1ccc2c(c1)c3cccc4cccc2c34,-6.0
CN(C)C=Nc1ccc(Cl)cc1C,-2.86
Cc1cc(C)c2ccccc2c1,-4.29
CCc1cccc(CC)c1N(COC)C(=O)CCl ,-3.26
Cc1cccc(c1)N(=O)=O,-2.44
CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,-4.8
ClC(Br)Br,-1.9
ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.86
Cc1ccc(O)cc1,-0.73
CCNc1nc(Cl)nc(n1)N(CC)CC,-4.06
ClC(Cl)(Cl)Cl,-2.31
CCNc1ccccc1,-1.7
ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl ,-4.19
CC(C)Cc1ccccc1,-4.12
OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O ,0.79
COC(=O)c1cccnc1 ,-0.46
CC(C)c1ccccc1,-3.27
CCCCI,-2.96
c1(O)c(C)ccc(C(C)C)c1,-2.08
c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl) ,-5.43
c1ccc(cc1)c2ccccc2,-4.345
CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,-3.35
Brc1ccccc1,-2.55
CCCCCCCCCCCCCCCCCCCCCCCCCC,-8.334
CC(C)N(C(=O)CCl)c1ccccc1 ,-2.48
FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,-4.047
CC1CCCCC1NC(=O)Nc2ccccc2,-4.11
